player_name,team_name,league,nationality,position,alt_position,ovr,team_id
De Marcos,Athletic Club,LALIGA EA SPORTS,Spain,RB,,80,19
Michele Di Gregorio,Juventus,Serie A Enilive,Italy,GK,,80,18
Eric Dier,FC Bayern München,Bundesliga,England,CB,,80,3
Jérémy Doku,Manchester City,Premier League,Belgium,LW,"['RW', 'LM']",80,2
Éderson,Atalanta,Serie A Enilive,Brazil,CM,['CAM'],80,40
Wataru Endo,Liverpool,Premier League,Japan,CDM,['CM'],80,6
Pervis Estupiñán,Brighton,Premier League,Ecuador,LB,,80,55
Wladimiro Falcone,Lecce,Serie A Enilive,Italy,GK,,80,65
João Félix,Chelsea,Premier League,Portugal,LW,"['ST', 'LM']",80,24
Suso,Sevilla FC,LALIGA EA SPORTS,Spain,RM,"['CAM', 'CM', 'RW']",80,66
Juan Foyth,Villarreal CF,LALIGA EA SPORTS,Argentina,RB,,80,32
Javi Galán,Atlético de Madrid,LALIGA EA SPORTS,Spain,LB,,80,9
Pepelu,Valencia CF,LALIGA EA SPORTS,Spain,CM,['CDM'],80,22
Nuno Santos,Sporting CP,Liga Portugal,Portugal,LM,"['LB', 'LW']",80,26
Joe Gomez,Liverpool,Premier League,England,CB,"['RB', 'LB']",80,6
Nicolás González,Juventus,Serie A Enilive,Argentina,RW,"['RM', 'LW']",80,18
Mario Götze,Frankfurt,Bundesliga,Germany,CAM,"['CM', 'ST']",80,46
Vincenzo Grifo,SC Freiburg,Bundesliga,Italy,LM,"['CAM', 'LW']",80,42
Nemanja Gudelj,Sevilla FC,LALIGA EA SPORTS,Serbia,CB,['CDM'],80,66
Albert Gu?mundsson,Fiorentina,Serie A Enilive,Iceland,ST,,80,67
Mattéo Guendouzi,Lazio,Serie A Enilive,France,CM,['CAM'],80,34
Malo Gusto,Chelsea,Premier League,France,RB,,80,24
Miguel Gutiérrez,Girona FC,LALIGA EA SPORTS,Spain,LB,['LM'],80,36
Amadou Haidara,RB Leipzig,Bundesliga,Mali,CM,['CDM'],80,23
Jordan Henderson,Ajax,Eredivisie,England,CDM,['CM'],80,68
Morten Hjulmand,Sporting CP,Liga Portugal,Denmark,CDM,['CM'],80,26
Pierre-Emile Højbjerg,OM,Ligue 1 McDonald's,Denmark,CDM,['CM'],80,69
Thomas Lemar,Atlético de Madrid,LALIGA EA SPORTS,France,CM,['LM'],80,9
Dominik Livakovi?,Fenerbahçe,Trendyol Süper Lig,Croatia,GK,,80,30
Giovani Lo Celso,Real Betis,LALIGA EA SPORTS,Argentina,CAM,['CM'],80,38
David López,Girona FC,LALIGA EA SPORTS,Spain,CB,['CDM'],80,36
Harry Maguire,Man Utd,Premier League,England,CB,,80,15
Reinildo,Atlético de Madrid,LALIGA EA SPORTS,Mozambique,LB,['CB'],80,9
Iván Martín,Girona FC,LALIGA EA SPORTS,Spain,CAM,['CM'],80,36
Nemanja Mati?,OL,Ligue 1 McDonald's,Serbia,CDM,['CM'],80,43
Bryan Mbeumo,Brentford,Premier League,Cameroon,RW,"['ST', 'RM']",80,70
Facundo Medina,RC Lens,Ligue 1 McDonald's,Argentina,CB,,80,45
Dries Mertens,Galatasaray,Trendyol Süper Lig,Belgium,CAM,['ST'],80,12
Daniel Muñoz,Crystal Palace,Premier League,Colombia,RB,,80,51
Vedat Muriqi,RCD Mallorca,LALIGA EA SPORTS,Kosovo,ST,,80,41
João Mário,Beþiktaþ,Trendyol Süper Lig,Portugal,LM,"['RM', 'CM', 'LW']",80,31
Jesús Navas,Sevilla FC,LALIGA EA SPORTS,Spain,RB,['RM'],80,66
David Neres,SSC Napoli,Serie A Enilive,Brazil,LM,"['RM', 'CAM', 'LW']",80,20
Alexander Nübel,VfB Stuttgart,Bundesliga,Germany,GK,,80,60
Mario Pašali?,Atalanta,Serie A Enilive,Croatia,CM,['CAM'],80,40
Vangelis Pavlidis,SL Benfica,Liga Portugal,Greece,ST,,80,29
Matteo Politano,SSC Napoli,Serie A Enilive,Italy,RW,['RM'],80,20
Amir Rrahmani,SSC Napoli,Serie A Enilive,Kosovo,CB,,80,20
Ruiz de Galarreta,Athletic Club,LALIGA EA SPORTS,Spain,CDM,['CM'],80,19
Allan Saint-Maximin,Fenerbahçe,Trendyol Süper Lig,France,LM,['LW'],80,30
Davinson Sánchez,Galatasaray,Trendyol Süper Lig,Colombia,CB,,80,12
Diego Carlos,Aston Villa,Premier League,Brazil,CB,,80,17
Téji Savanier,Montpellier,Ligue 1 McDonald's,France,CAM,['CM'],80,71
William Carvalho,Real Betis,LALIGA EA SPORTS,Portugal,CDM,['CAM'],80,38
Sebastian Szyma?ski,Fenerbahçe,Trendyol Süper Lig,Poland,CAM,['RM'],80,30
Mehdi Taremi,Inter,Serie A Enilive,Iran,ST,,80,7
James Tarkowski,Everton,Premier League,England,CB,,80,33
Jean-Clair Todibo,West Ham,Premier League,France,CB,,80,35
Ferran Torres,FC Barcelona,LALIGA EA SPORTS,Spain,LW,"['RW', 'ST', 'LM']",80,8
Hamari Traoré,Real Sociedad,LALIGA EA SPORTS,Mali,RB,,80,28
Lars Unnerstall,FC Twente,Eredivisie,Germany,GK,,80,72
André Silva,RB Leipzig,Bundesliga,Portugal,ST,,80,23
Jordan Veretout,OL,Ligue 1 McDonald's,France,CM,['CDM'],80,43
Timo Werner,Spurs,Premier League,Germany,LM,"['ST', 'LW']",80,16
Mats Wieffer,Brighton,Premier League,Holland,CDM,['CM'],80,55
Axel Witsel,Atlético de Madrid,LALIGA EA SPORTS,Belgium,CB,,80,9
Barýþ Alper Yýlmaz,Galatasaray,Trendyol Süper Lig,Turkey,RM,"['LM', 'LB', 'RW']",80,12
Warren Zaïre-Emery,Paris SG,Ligue 1 McDonald's,France,CM,['CDM'],80,5
André-Franck Zambo Anguissa,SSC Napoli,Serie A Enilive,Cameroon,CDM,['CM'],80,20
Hakim Ziyech,Galatasaray,Trendyol Süper Lig,Morocco,RM,"['CAM', 'RW']",80,12
Zubeldia,Real Sociedad,LALIGA EA SPORTS,Spain,CB,,80,28
Karim Adeyemi,Borussia Dortmund,Bundesliga,Germany,LM,"['RM', 'ST', 'LW']",79,11
Nayef Aguerd,Real Sociedad,LALIGA EA SPORTS,Morocco,CB,,79,28
Rayan Aït-Nouri,Wolves,Premier League,Algeria,LB,['LM'],79,73
Raúl Albiol,Villarreal CF,LALIGA EA SPORTS,Spain,CB,,79,32
Kepa,AFC Bournemouth,Premier League,Spain,GK,,79,64
Emil Audero,Como,Serie A Enilive,Italy,GK,,79,47
Ezequiel Ávila,Real Betis,LALIGA EA SPORTS,Argentina,ST,"['RM', 'LM']",79,38
Azpilicueta,Atlético de Madrid,LALIGA EA SPORTS,Spain,CB,['RB'],79,9
Álex Baena,Villarreal CF,LALIGA EA SPORTS,Spain,LM,"['ST', 'LW']",79,32
Alexander Bah,SL Benfica,Liga Portugal,Denmark,RB,,79,29
Johan Bakayoko,PSV,Eredivisie,Belgium,RW,['RM'],79,50
Leonardo Balerdi,OM,Ligue 1 McDonald's,Argentina,CB,,79,69
Abdülkerim Bardakcý,Galatasaray,Trendyol Süper Lig,Turkey,CB,['LB'],79,12
Yuri Berchiche,Athletic Club,LALIGA EA SPORTS,Spain,LB,,79,19
Steven Berghuis,Ajax,Eredivisie,Holland,RW,"['CAM', 'RM']",79,68
Cristiano Biraghi,Fiorentina,Serie A Enilive,Italy,LB,,79,67
Marco Bizot,Stade Brestois 29,Ligue 1 McDonald's,Holland,GK,,79,74
Sacha Boey,FC Bayern München,Bundesliga,France,RB,,79,3
Jarrad Branthwaite,Everton,Premier League,England,CB,,79,33
Brian Brobbey,Ajax,Eredivisie,Holland,ST,,79,68
Marcin Bu?ka,OGC Nice,Ligue 1 McDonald's,Poland,GK,,79,63
Matheus Cunha,Wolves,Premier League,Brazil,ST,['CAM'],79,73
Matty Cash,Aston Villa,Premier League,Poland,RB,['RM'],79,17
Valentin Castellanos,Lazio,Serie A Enilive,Argentina,ST,,79,34
Catena,CA Osasuna,LALIGA EA SPORTS,Spain,CB,,79,75
Dani Ceballos,Real Madrid,LALIGA EA SPORTS,Spain,CM,['CAM'],79,1
Ben Chilwell,Chelsea,Premier League,England,LB,,79,24
Jordy Clasie,AZ,Eredivisie,Holland,CDM,['CM'],79,76
Dante,OGC Nice,Ligue 1 McDonald's,Brazil,CB,,79,63
Charles De Ketelaere,Atalanta,Serie A Enilive,Belgium,CAM,['ST'],79,40
Marten de Roon,Atalanta,Serie A Enilive,Holland,CM,"['CDM', 'CB']",79,40
Romain Del Castillo,Stade Brestois 29,Ligue 1 McDonald's,France,RW,['RM'],79,74
Ermedin Demirovi?,VfB Stuttgart,Bundesliga,Bosnia and Herzegovina,ST,['LM'],79,60
Sergiño Dest,PSV,Eredivisie,United States,LB,['RB'],79,50
Boulaye Dia,Lazio,Serie A Enilive,Senegal,ST,,79,34
Samuel Lino,Atlético de Madrid,LALIGA EA SPORTS,Brazil,LM,"['LB', 'LW']",79,9
Lucas Digne,Aston Villa,Premier League,France,LB,,79,17
Stole Dimitrievski,Valencia CF,LALIGA EA SPORTS,North Macedonia,GK,,79,22
Axel Disasi,Chelsea,Premier League,France,CB,['RB'],79,24
Alexander Djiku,Fenerbahçe,Trendyol Süper Lig,Ghana,CB,,79,30
Cheick Doucouré,Crystal Palace,Premier League,Mali,CDM,['CM'],79,51
Lewis Dunk,Brighton,Premier League,England,CB,,79,55
Hugo Duro,Valencia CF,LALIGA EA SPORTS,Spain,ST,,79,22
Marcus Edwards,Sporting CP,Liga Portugal,England,RW,"['LW', 'ST', 'RM']",79,26
Stephan El Shaarawy,AS Roma,Serie A Enilive,Italy,LM,"['LW', 'CAM']",79,13
Eljif Elmas,RB Leipzig,Bundesliga,North Macedonia,CAM,"['CM', 'LW']",79,23
Aritz Elustondo,Real Sociedad,LALIGA EA SPORTS,Spain,RB,['CB'],79,28
Lewis Ferguson,Bologna,Serie A Enilive,Scotland,CM,['CAM'],79,52
Mark Flekken,Brentford,Premier League,Holland,GK,,79,70
Chris Führich,VfB Stuttgart,Bundesliga,Germany,LM,"['LW', 'CAM']",79,60
Álvaro García,Rayo Vallecano,LALIGA EA SPORTS,Spain,LM,"['CAM', 'LW']",79,56
Alejandro Garnacho,Man Utd,Premier League,Argentina,LM,"['RM', 'LW']",79,15
Lutsharel Geertruida,RB Leipzig,Bundesliga,Holland,CB,['RB'],79,23
Morgan Gibbs-White,Nott'm Forest,Premier League,England,CAM,['RM'],79,77
Santiago Giménez,Feyenoord,Eredivisie,Mexico,ST,,79,54
Moi Gómez,CA Osasuna,LALIGA EA SPORTS,Spain,CM,"['LM', 'RM']",79,75
João Neves,Paris SG,Ligue 1 McDonald's,Portugal,CM,['CDM'],79,5
Robin Gosens,Fiorentina,Serie A Enilive,Germany,LB,['LM'],79,67
Mason Greenwood,OM,Ligue 1 McDonald's,England,RM,"['ST', 'LM', 'RW']",79,69
Guruzeta,Athletic Club,LALIGA EA SPORTS,Spain,ST,,79,19
Sébastien Haller,CD Leganés,LALIGA EA SPORTS,Côte d'Ivoire,ST,,79,78
Dean Henderson,Crystal Palace,Premier League,England,GK,,79,51
Franck Honorat,M'gladbach,Bundesliga,France,RM,['RW'],79,79
Hiroki Ito,FC Bayern München,Bundesliga,Japan,CB,['LB'],79,3
Nicolas Jackson,Chelsea,Premier League,Senegal,ST,,79,24
Curtis Jones,Liverpool,Premier League,England,CM,['CAM'],79,6
Luka Jovi?,AC Milan,Serie A Enilive,Serbia,ST,,79,14
Ýrfan Can Kahveci,Fenerbahçe,Trendyol Süper Lig,Turkey,RW,"['CAM', 'CM', 'RM']",79,30
Lukas Klostermann,RB Leipzig,Bundesliga,Germany,CB,['RB'],79,23
Robin Koch,Frankfurt,Bundesliga,Germany,CB,,79,46
Sead Kolašinac,Atalanta,Serie A Enilive,Bosnia and Herzegovina,CB,['LB'],79,40
Geoffrey Kondogbia,OM,Ligue 1 McDonald's,Central African Republic,CM,['CDM'],79,69
Noa Lang,PSV,Eredivisie,Holland,LW,"['CAM', 'LM']",79,50
Manuel Lazzari,Lazio,Serie A Enilive,Italy,RB,,79,34
Lee Kang In,Paris SG,Ligue 1 McDonald's,Korea Republic,CAM,"['CM', 'RW']",79,5
Pierre Lees-Melou,Stade Brestois 29,Ligue 1 McDonald's,France,CDM,['CM'],79,74
Mario Lemina,Wolves,Premier League,Gabon,CDM,['CM'],79,73
Jefferson Lerma,Crystal Palace,Premier League,Colombia,CDM,"['CM', 'CB']",79,51
Philipp Lienhart,SC Freiburg,Bundesliga,Austria,CB,,79,42
Matheus,SC Braga,Liga Portugal,Brazil,GK,,79,48
Pedro Neto,Chelsea,Premier League,Portugal,RW,"['LW', 'ST', 'RM']",79,24
Anthony Lopes,OL,Ligue 1 McDonald's,Portugal,GK,,79,43
Pau López,Girona FC,LALIGA EA SPORTS,Spain,GK,,79,36
Castello Lukeba,RB Leipzig,Bundesliga,France,CB,,79,23
Dodi Lukébakio,Sevilla FC,LALIGA EA SPORTS,Belgium,RW,"['ST', 'LW', 'RM']",79,66
Robert Sánchez,Chelsea,Premier League,Spain,GK,,79,24
Ian Maatsen,Aston Villa,Premier League,Holland,LB,,79,17
Pablo Maffeo,RCD Mallorca,LALIGA EA SPORTS,Argentina,RB,['LB'],79,41
José Sá,Wolves,Premier League,Portugal,GK,,79,73
Omar Marmoush,Frankfurt,Bundesliga,Egypt,ST,['LW'],79,46
Arnau Martínez,Girona FC,LALIGA EA SPORTS,Spain,RB,['CB'],79,36
Adam Maruši?,Lazio,Serie A Enilive,Montenegro,LB,['RB'],79,34
Jean-Philippe Mateta,Crystal Palace,Premier League,France,ST,,79,51
Borja Mayoral,Getafe CF,LALIGA EA SPORTS,Spain,ST,,79,59
Chancel Mbemba,OM,Ligue 1 McDonald's,Congo DR,CB,,79,69
Nikola Milenkovi?,Nott'm Forest,Premier League,Serbia,CB,,79,77
Takumi Minamino,AS Monaco,Ligue 1 McDonald's,Japan,CAM,"['RM', 'LM']",79,53
Tyrone Mings,Aston Villa,Premier League,England,CB,,79,17
Maximilian Mittelstädt,VfB Stuttgart,Bundesliga,Germany,LB,['LM'],79,60
Álex Moreno,Nott'm Forest,Premier League,Spain,LB,,79,77
Hidemasa Morita,Sporting CP,Liga Portugal,Japan,CM,['CDM'],79,26
Florentino,SL Benfica,Liga Portugal,Portugal,CDM,['CM'],79,29
Nordi Mukiele,Leverkusen,Bundesliga,France,RB,['CB'],79,10
Juan Musso,Atlético de Madrid,LALIGA EA SPORTS,Argentina,GK,,79,9
Galeno,FC Porto,Liga Portugal,Brazil,LM,['LW'],79,27
Matt O'Riley,Brighton,Premier League,Denmark,CM,"['CAM', 'CDM']",79,55
Jonas Omlin,M'gladbach,Bundesliga,Switzerland,GK,,79,79
Ayoze Pérez,Villarreal CF,LALIGA EA SPORTS,Spain,LM,"['RM', 'CAM', 'LW']",79,32
Mattia Perin,Juventus,Serie A Enilive,Italy,GK,,79,18
Matteo Pessina,Monza,Serie A Enilive,Italy,CM,"['CDM', 'CAM']",79,80
?or?e Petrovi?,Strasbourg,Ligue 1 McDonald's,Serbia,GK,,79,81
Ethan Pinnock,Brentford,Premier League,Jamaica,CB,,79,70
Yeremy Pino,Villarreal CF,LALIGA EA SPORTS,Spain,LM,"['LW', 'RM']",79,32
Gonçalo Ramos,Paris SG,Ligue 1 McDonald's,Portugal,ST,,79,5
Antonee Robinson,Fulham,Premier League,United States,LB,,79,44
Oriol Romeu,Girona FC,LALIGA EA SPORTS,Spain,CDM,['CM'],79,36
Valentin Rongier,OM,Ligue 1 McDonald's,France,CDM,['CM'],79,69
Frederik Rønnow,Union Berlin,Bundesliga,Denmark,GK,,79,82
Gerónimo Rulli,OM,Ligue 1 McDonald's,Argentina,GK,,79,69
Julian Ryerson,Borussia Dortmund,Bundesliga,Norway,RB,['LB'],79,11
Pape Matar Sarr,Spurs,Premier League,Senegal,CDM,['CM'],79,16
Gianluca Scamacca,Atalanta,Serie A Enilive,Italy,ST,,79,40
Perr Schuurs,Torino,Serie A Enilive,Holland,CB,,79,37
Benjamin Šeško,RB Leipzig,Bundesliga,Slovenia,ST,,79,23
Mário Rui,SSC Napoli,Serie A Enilive,Portugal,LB,,79,20
Wilfried Singo,AS Monaco,Ligue 1 McDonald's,Côte d'Ivoire,CB,['RB'],79,53
?ukasz Skorupski,Bologna,Serie A Enilive,Poland,GK,,79,52
Tomáš Sou?ek,West Ham,Premier League,Czech Republic,CDM,['CM'],79,35
Leonardo Spinazzola,SSC Napoli,Serie A Enilive,Italy,LM,"['LB', 'LW']",79,20
António Silva,SL Benfica,Liga Portugal,Portugal,CB,,79,29
Pietro Terracciano,Fiorentina,Serie A Enilive,Italy,GK,,79,67
Martin Terrier,Leverkusen,Bundesliga,France,ST,['LM'],79,10
Kieran Tierney,Arsenal,Premier League,Scotland,LB,,79,4
Jurriën Timber,Arsenal,Premier League,Holland,CB,,79,4
Quinten Timber,Feyenoord,Eredivisie,Holland,CM,"['CAM', 'CDM']",79,54
Rafael Tolói,Atalanta,Serie A Enilive,Italy,CB,,79,40
Edin Viš?a,Trabzonspor,Trendyol Süper Lig,Bosnia and Herzegovina,RM,['RW'],79,58
Nikola Vlaši?,Torino,Serie A Enilive,Croatia,CAM,"['RW', 'LW']",79,37
Aaron Wan-Bissaka,West Ham,Premier League,England,RB,,79,35
James Ward-Prowse,Nott'm Forest,Premier League,England,CM,"['CDM', 'CAM']",79,77
Julian Weigl,M'gladbach,Bundesliga,Germany,CDM,['CM'],79,79
Yoane Wissa,Brentford,Premier League,Congo DR,LW,"['ST', 'LM']",79,70
Denis Zakaria,AS Monaco,Ligue 1 McDonald's,Switzerland,CDM,['CM'],79,53
Davide Zappacosta,Atalanta,Serie A Enilive,Italy,LB,"['LM', 'RM']",79,40
Edon Zhegrova,LOSC Lille,Ligue 1 McDonald's,Kosovo,RM,['RW'],79,49
Oleksandr Zinchenko,Arsenal,Premier League,Ukraine,LB,,79,4
Joshua Zirkzee,Man Utd,Premier League,Holland,ST,,79,15
Carlos Augusto,Inter,Serie A Enilive,Brazil,LM,"['LB', 'LW']",79,7
Saud Abdulhamid,AS Roma,Serie A Enilive,Saudi Arabia,RB,,78,13
Tammy Abraham,AC Milan,Serie A Enilive,England,ST,,78,14
Tosin Adarabioyo,Chelsea,Premier League,England,CB,,78,24
Amine Adli,Leverkusen,Bundesliga,Morocco,ST,"['LM', 'CAM']",78,10
Joseph Aidoo,RC Celta,LALIGA EA SPORTS,Ghana,CB,,78,25
Miguel Almirón,Newcastle Utd,Premier League,Paraguay,RW,['RM'],78,21
Nadiem Amiri,1. FSV Mainz 05,Bundesliga,Germany,CM,['CAM'],78,83
Sofyan Amrabat,Fenerbahçe,Trendyol Süper Lig,Morocco,CDM,['CM'],78,30
Michail Antonio,West Ham,Premier League,Jamaica,ST,,78,35
Mauro Arambarri,Getafe CF,LALIGA EA SPORTS,Uruguay,CDM,['CM'],78,59
Benoît Badiashile,Chelsea,Premier League,France,CB,,78,24
Antonín Barák,Kasýmpaþa,Trendyol Süper Lig,Czech Republic,CM,['CAM'],78,84
Ricardo Pereira,Leicester City,Premier League,Portugal,RB,,78,85
Melvin Bard,OGC Nice,Ligue 1 McDonald's,France,LB,['LM'],78,63
Ross Barkley,Aston Villa,Premier League,England,CM,['CAM'],78,17
Marc Bartra,Real Betis,LALIGA EA SPORTS,Spain,CB,,78,38
Maximilian Beier,Borussia Dortmund,Bundesliga,Germany,ST,['LW'],78,11
Andrea Belotti,Como,Serie A Enilive,Italy,ST,,78,47
Fran Beltrán,RC Celta,LALIGA EA SPORTS,Spain,CDM,['CM'],78,25
Saïd Benrahma,OL,Ligue 1 McDonald's,Algeria,LW,['LM'],78,43
Ramy Bensebaini,Borussia Dortmund,Bundesliga,Algeria,LB,['CB'],78,11
Nabil Bentaleb,LOSC Lille,Ligue 1 McDonald's,Algeria,CDM,['CM'],78,49
Mergim Berisha,TSG Hoffenheim,Bundesliga,Germany,ST,,78,39
Jan-Niklas Beste,SL Benfica,Liga Portugal,Germany,LM,"['RM', 'LB', 'LW']",78,29
Olivier Boscagli,PSV,Eredivisie,France,CB,,78,50
Lilian Brassier,OM,Ligue 1 McDonald's,France,CB,,78,69
Ante Budimir,CA Osasuna,LALIGA EA SPORTS,Croatia,ST,,78,75
Emiliano Buendía,Aston Villa,Premier League,Argentina,RM,"['CAM', 'RW']",78,17
Dan Burn,Newcastle Utd,Premier League,England,CB,['LB'],78,21
Nélson Semedo,Wolves,Premier League,Portugal,RB,,78,73
Riccardo Calafiori,Arsenal,Premier League,Italy,CB,['LB'],78,4
Maxence Caqueret,OL,Ligue 1 McDonald's,France,CM,['CDM'],78,43
Trevoh Chalobah,Crystal Palace,Premier League,England,CB,['RB'],78,51
Andrea Colpani,Fiorentina,Serie A Enilive,Italy,CAM,['RM'],78,67
Murillo,Nott'm Forest,Premier League,Brazil,CB,,78,77
Vladimír Coufal,West Ham,Premier League,Czech Republic,RB,,78,35
Kerem Demirbay,Galatasaray,Trendyol Süper Lig,Germany,CM,"['CDM', 'CAM']",78,12
Kiernan Dewsbury-Hall,Chelsea,Premier League,England,CM,"['CAM', 'CDM']",78,24
Ousmane Diomande,Sporting CP,Liga Portugal,Côte d'Ivoire,CB,,78,26
Berat Djimsiti,Atalanta,Serie A Enilive,Albania,CB,,78,40
Marko Dmitrovi?,CD Leganés,LALIGA EA SPORTS,Serbia,GK,,78,78
Ritsu Doan,SC Freiburg,Bundesliga,Japan,RM,"['CAM', 'ST', 'RW']",78,42
Danilho Doekhi,Union Berlin,Bundesliga,Holland,CB,,78,82
Harvey Elliott,Liverpool,Premier League,England,CAM,"['CM', 'RW']",78,6
Christian Eriksen,Man Utd,Premier League,Denmark,CM,['CDM'],78,15
Alfonso Espino,Rayo Vallecano,LALIGA EA SPORTS,Uruguay,LB,,78,56
Lucas Perri,OL,Ligue 1 McDonald's,Brazil,GK,,78,43
Francisco Conceição,Juventus,Serie A Enilive,Portugal,RM,['RW'],78,18
Wesley Fofana,Chelsea,Premier League,France,CB,,78,24
Przemys?aw Frankowski,RC Lens,Ligue 1 McDonald's,Poland,RB,"['LB', 'RM']",78,45
Eric García,FC Barcelona,LALIGA EA SPORTS,Spain,CB,"['CDM', 'RB']",78,8
Rubén García,CA Osasuna,LALIGA EA SPORTS,Spain,RM,"['LM', 'RW']",78,75
Fran García,Real Madrid,LALIGA EA SPORTS,Spain,LB,,78,1
Federico Gatti,Juventus,Serie A Enilive,Italy,CB,,78,18
João Gomes,Wolves,Premier League,Brazil,CDM,['CM'],78,73
Campaña,UD Las Palmas,LALIGA EA SPORTS,Spain,CM,['LM'],78,61
Ismaily,LOSC Lille,Ligue 1 McDonald's,Brazil,LB,,78,49
Amine Gouiri,Stade Rennais FC,Ligue 1 McDonald's,Algeria,LM,"['ST', 'LW']",78,86
Jonathan Gradit,RC Lens,Ligue 1 McDonald's,France,CB,,78,45
Ryan Gravenberch,Liverpool,Premier League,Holland,CM,['CDM'],78,6
Michael Gregoritsch,SC Freiburg,Bundesliga,Austria,ST,,78,42
Guaita,RC Celta,LALIGA EA SPORTS,Spain,GK,,78,25
Arda Güler,Real Madrid,LALIGA EA SPORTS,Turkey,CAM,['RM'],78,1
Christian Günter,SC Freiburg,Bundesliga,Germany,LB,['LM'],78,42
Ander Herrera,Athletic Club,LALIGA EA SPORTS,Spain,CM,['CDM'],78,19
Sergio Herrera,CA Osasuna,LALIGA EA SPORTS,Spain,GK,,78,75
Isak Hien,Atalanta,Serie A Enilive,Sweden,CB,,78,40
Andreas Pereira,Fulham,Premier League,Brazil,CAM,['CM'],78,44
Rasmus Højlund,Man Utd,Premier League,Denmark,ST,,78,15
Hwang Hee Chan,Wolves,Premier League,Korea Republic,ST,"['LW', 'RW']",78,73
Borja Iglesias,RC Celta,LALIGA EA SPORTS,Spain,ST,,78,25
Junya Ito,Stade de Reims,Ligue 1 McDonald's,Japan,RM,"['RW', 'ST']",78,87
Juanmi,Real Betis,LALIGA EA SPORTS,Spain,LM,"['ST', 'CAM', 'LW']",78,38
Brennan Johnson,Spurs,Premier League,Wales,RM,"['ST', 'RW']",78,16
Sam Johnstone,Wolves,Premier League,England,GK,,78,73
Joan Jordán,D. Alavés,LALIGA EA SPORTS,Spain,CM,['CDM'],78,88
Pierre Kalulu,Juventus,Serie A Enilive,France,CB,['RB'],78,18
Kevin Kampl,RB Leipzig,Bundesliga,Slovenia,CM,['CDM'],78,23
Rick Karsdorp,PSV,Eredivisie,Holland,RB,['RM'],78,50
Moise Kean,Fiorentina,Serie A Enilive,Italy,ST,,78,67
Gaëtan Laborde,OGC Nice,Ligue 1 McDonald's,France,RW,"['ST', 'RM']",78,63
Victor Lindelöf,Man Utd,Premier League,Sweden,CB,['LB'],78,15
Tino Livramento,Newcastle Utd,Premier League,England,RB,['LB'],78,21
Hirving Lozano,PSV,Eredivisie,Mexico,RW,"['LW', 'RM']",78,50
Matheus Nunes,Manchester City,Premier League,Portugal,CM,['LM'],78,2
Noni Madueke,Chelsea,Premier League,England,RM,['RW'],78,24
Joakim Mæhle,VfL Wolfsburg,Bundesliga,Denmark,RB,"['LB', 'RM']",78,62
Lovro Majer,VfL Wolfsburg,Bundesliga,Croatia,CM,['CAM'],78,62
Steve Mandanda,Stade Rennais FC,Ligue 1 McDonald's,France,GK,,78,86
Solly March,Brighton,Premier League,England,RM,"['LM', 'RW']",78,55
Konstantinos Mavropanos,West Ham,Premier League,Greece,CB,,78,35
Weston McKennie,Juventus,Serie A Enilive,United States,CM,['CDM'],78,18
Scott McTominay,SSC Napoli,Serie A Enilive,Scotland,CDM,['CM'],78,20
Ben Mee,Brentford,Premier League,England,CB,,78,70
Arthur Cabral,SL Benfica,Liga Portugal,Brazil,ST,,78,29
Moncayola,CA Osasuna,LALIGA EA SPORTS,Spain,CM,"['CDM', 'RB']",78,75
Mason Mount,Man Utd,Premier League,England,CM,['CAM'],78,15
Neto,Arsenal,Premier League,Brazil,GK,,78,4
Rodrigo Becão,Fenerbahçe,Trendyol Süper Lig,Brazil,CB,,78,30
Marcão,Sevilla FC,LALIGA EA SPORTS,Brazil,CB,,78,66
Wilfred Ndidi,Leicester City,Premier League,Nigeria,CDM,['CM'],78,85
Victor Nelsson,Galatasaray,Trendyol Süper Lig,Denmark,CB,,78,12
Saúl,Sevilla FC,LALIGA EA SPORTS,Spain,CM,['LM'],78,66
M'Bala Nzola,RC Lens,Ligue 1 McDonald's,Angola,ST,,78,45
Noah Okafor,AC Milan,Serie A Enilive,Switzerland,ST,"['LW', 'CAM']",78,14
Caio Henrique,AS Monaco,Ligue 1 McDonald's,Brazil,LB,['LM'],78,53
Amadou Onana,Aston Villa,Premier League,Belgium,CDM,['CM'],78,17
Alex Oxlade-Chamberlain,Beþiktaþ,Trendyol Süper Lig,England,CM,['CAM'],78,31
Willian Pacho,Paris SG,Ligue 1 McDonald's,Ecuador,CB,,78,5
Emerson,West Ham,Premier League,Italy,LB,,78,35
Leandro Paredes,AS Roma,Serie A Enilive,Argentina,CM,['CDM'],78,13
Pedraza,Villarreal CF,LALIGA EA SPORTS,Spain,LB,,78,32
Nicolas Pépé,Villarreal CF,LALIGA EA SPORTS,Côte d'Ivoire,RM,"['RW', 'ST']",78,32
Stefan Posch,Bologna,Serie A Enilive,Austria,RB,,78,52
Jacob Ramsey,Aston Villa,Premier League,England,LM,"['CM', 'RM', 'LW']",78,17
Giacomo Raspadori,SSC Napoli,Serie A Enilive,Italy,CAM,"['ST', 'LW']",78,20
Matheus Reis,Sporting CP,Liga Portugal,Brazil,CB,"['LB', 'LM']",78,26
Thierry Correia,Valencia CF,LALIGA EA SPORTS,Portugal,RB,['RM'],78,22
Guillaume Restes,Toulouse FC,Ligue 1 McDonald's,France,GK,,78,89
